,ticker,quarter,year,priceToEarning,priceToBook,roe,roa,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,epsChange,assetOnEquity,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,bookValuePerShareChange,creditGrowth,industry,organName
338,HAI,Q3,2018,-11.2,0.3,-0.032,-0.021,-295,10938,,,,,,0.739,,,2.8,0.167,1.4,,,,,,,,,0.4,,0.028,,Hóa chất,Công ty Cổ phần Nông dược HAI
339,HCD,Q3,2018,9.5,0.9,0.118,0.063,1110,12312,,,,,,0.693,,,2.3,-0.015,1.4,,,,,,,,,0.4,,0.026,,Hóa chất,Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD
340,HRC,Q3,2018,160.0,2.0,0.012,0.008,218,17579,,,,,,0.632,,,1.7,-0.148,1.6,,,,,,,,,0.6,,0.002,,Hóa chất,Công ty Cổ phần Cao su Hòa Bình
341,HVT,Q3,2018,4.7,2.2,0.525,0.228,9085,19560,,,,,,0.501,,,1.0,0.129,2.0,,,,,,,,,1.0,,0.121,,Hóa chất,Công ty Cổ phần Hóa chất Việt Trì
342,LAS,Q3,2018,8.9,0.9,0.102,0.046,1211,11782,,,,,,0.437,,,0.8,-0.055,2.3,,,,,,,,,1.3,,0.015,,Hóa chất,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao
343,VET,Q3,2018,10.2,2.6,0.277,0.082,5397,21356.0,,,,,,0.295,,,0.4,0.191,3.4,,,,,,,,,2.4,,0.046,,Hóa chất,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO
344,NFC,Q3,2018,3.8,0.4,0.105,0.083,1272,12121,,,,,,0.734,,,2.8,-0.042,1.4,,,,,,,,,0.4,,0.006,,Hóa chất,Công ty Cổ phần Phân lân Ninh Bình
345,PMB,Q3,2018,6.0,0.5,0.085,0.068,1055,12300,,,,,,0.819,,,4.5,-0.005,1.2,,,,,,,,,0.2,,0.016,,Hóa chất,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc
346,PLP,Q3,2018,6.4,1.5,0.262,0.118,1411,6025,,,,,,0.436,,,0.8,-0.081,2.3,,,,,,,,,1.3,,0.038,,Hóa chất,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê
347,PHR,Q3,2018,6.5,1.1,0.188,0.105,3475,19741,,,,,,0.568,,,1.4,0.163,1.8,,,,,,,,,0.7,,0.066,,Hóa chất,Công ty Cổ phần Cao su Phước Hòa
348,PLC,Q3,2018,7.4,0.9,0.12,0.04,1919,15940,,,,,,0.306,,,0.4,0.011,3.3,,,,,,,,,2.3,,0.022,,Hóa chất,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần
349,PSE,Q3,2018,10.9,0.6,0.052,0.03,658,12379,,,,,,0.474,,,0.9,-0.133,2.1,,,,,,,,,1.1,,0.014,,Hóa chất,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ
350,PCE,Q3,2018,4.1,0.3,0.084,0.045,1352,15936,,,,,,0.556,,,1.3,-0.051,1.8,,,,,,,,,0.8,,0.017,,Hóa chất,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung
351,PCN,Q3,2018,-1.7,0.8,-0.374,-0.303,-2409,5202,,,,,,0.741,,,2.9,-0.073,1.3,,,,,,,,,0.3,,-0.074,,Hóa chất,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Bắc
352,PSW,Q3,2018,18.4,0.5,0.029,0.019,349,11791,,,,,,0.519,,,1.1,-0.313,1.9,,,,,,,,,0.9,,0.005,,Hóa chất,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ
353,QBS,Q3,2018,-67.7,0.5,-0.007,-0.003,-79,11419,,,,,,0.418,,,0.7,-0.181,2.4,,,,,,,,,1.4,,-0.048,,Hóa chất,Công ty Cổ phần Xuất nhập khẩu Quảng Bình
354,RDP,Q3,2018,5.6,1.1,0.205,0.06,1884,9721,,,,,,0.287,,,0.5,-0.082,3.5,,,,,,,,,2.0,,0.006,,Hóa chất,Công ty Cổ phần Rạng Đông Holding
355,SFG,Q3,2018,7.2,0.9,0.131,0.057,1673,12904,,,,,,0.465,,,0.9,-0.13,2.1,,,,,,,,,1.1,,0.01,,Hóa chất,Công ty Cổ phần Phân bón Miền Nam
356,SJF,Q3,2018,37.8,2.1,0.056,0.039,579,10559,,,,,,0.688,,,2.5,0.3,1.5,,,,,,,,,0.4,,0.015,,Hóa chất,Công ty Cổ phần Đầu tư Sao Thái Dương
357,RTB,Q3,2018,3.9,0.6,0.162,0.075,2282,14637,,,,,,0.465,,,2.1,-0.07,2.2,,,,,,,,,0.5,,0.012,,Hóa chất,Công ty Cổ phần Cao su Tân Biên
358,TNC,Q3,2018,7.0,0.7,0.094,0.088,1515,16215,,,,,,0.938,,,15.0,0.095,1.1,,,,,,,,,0.1,,0.019,,Hóa chất,Công ty Cổ phần Cao su Thống Nhất
359,TPC,Q3,2018,9.5,0.7,0.069,0.036,981,13977,,,,,,0.511,,,1.0,-0.153,2.0,,,,,,,,,1.0,,0.014,,Hóa chất,Công ty Cổ phần Nhựa Tân Đại Hưng
360,TRC,Q3,2018,5.6,0.4,0.071,0.06,3675,52357,,,,,,0.838,,,5.2,-0.164,1.2,,,,,,,,,0.2,,0.016,,Hóa chất,Công ty Cổ phần Cao su Tây Ninh
361,TSC,Q3,2018,-5.9,0.2,-0.028,-0.022,-308,10748,,,,,,0.785,,,9.7,0.515,1.3,,,,,,,,,0.1,,-0.013,,Hóa chất,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ
362,VAF,Q3,2018,5.2,0.7,0.14,0.112,1760,12790,,,,,,0.827,,,4.8,0.08,1.2,,,,,,,,,0.2,,0.024,,Hóa chất,Công ty Cổ phần Phân lân nung chảy Văn Điển
363,VFG,Q3,2018,6.9,1.2,0.18,0.088,4599,26519,,,,,,0.483,,,0.9,0.001,2.1,,,,,,,,,1.1,,-0.017,,Hóa chất,Công ty Cổ phần Khử trùng Việt Nam
364,VPS,Q3,2018,8.3,0.8,0.091,0.057,1268,13785,,,,,,0.624,,,1.8,-0.046,1.6,,,,,,,,,0.6,,0.01,,Hóa chất,Công ty Cổ phần Thuốc sát trùng Việt Nam
365,VNP,Q3,2018,3.0,0.6,0.217,0.077,1780,9699,,,,,,0.42,,,0.7,0.499,2.4,,,,,,,,,1.4,,0.305,,Hóa chất,Công ty Cổ phần Nhựa Việt Nam
366,CMC,Q3,2018,-6.3,0.4,-0.065,-0.033,-827,12334,,,,,,0.473,,,0.9,0.336,2.1,,,,,,,,,1.1,,-0.015,,Ô tô và phụ tùng,Công ty Cổ phần Đầu tư CMC
367,CSM,Q3,2018,88.6,1.2,0.013,0.004,156,11532,,,,,,0.312,,,0.5,-0.074,3.2,,,,,,,,,2.2,,-0.032,,Ô tô và phụ tùng,Công ty Cổ phần Công nghiệp Cao su Miền Nam
368,CTF,Q3,2018,22.6,3.8,0.174,0.048,525,3148,,,,,,0.283,,,0.4,0.493,3.5,,,,,,,,,2.3,,0.061,,Ô tô và phụ tùng,Công ty Cổ phần City Auto
369,DRC,Q3,2018,20.0,1.8,0.09,0.049,1154,12845,,,,,,0.527,,,1.1,0.043,1.9,,,,,,,,,0.9,,0.021,,Ô tô và phụ tùng,Công ty Cổ phần Cao su Đà Nẵng
370,HAX,Q3,2018,6.3,1.4,0.232,0.058,1814,8377,,,,,,0.267,,,0.4,-0.091,3.8,,,,,,,,,2.7,,0.079,,Ô tô và phụ tùng,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh
371,HHS,Q3,2018,5.5,0.3,0.064,0.059,731,11514,,,,,,0.898,,,11.2,0.329,1.1,,,,,,,,,0.1,,0.017,,Ô tô và phụ tùng,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy
372,HTL,Q3,2018,10.4,0.9,0.082,0.038,1386,15987,,,,,,0.429,,,0.8,-0.24,2.3,,,,,,,,,1.3,,-0.004,,Ô tô và phụ tùng,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long
373,SRC,Q3,2018,14.4,0.9,0.065,0.026,818,12649,,,,,,0.387,,,0.6,0.056,2.6,,,,,,,,,1.6,,0.017,,Ô tô và phụ tùng,Công ty Cổ phần Cao su Sao Vàng
374,SVC,Q3,2018,7.4,1.1,0.151,0.037,4293,29787,,,,,,0.25,,,0.6,0.327,4.0,,,,,,,,,1.8,,0.038,,Ô tô và phụ tùng,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn
375,TMT,Q3,2018,42.6,0.9,0.021,0.004,231,11064,,,,,,0.202,,,0.3,-3.483,4.9,,,,,,,,,3.9,,0.049,,Ô tô và phụ tùng,Công ty Cổ phần Ô tô TMT
376,VKC,Q3,2018,17.4,0.5,0.026,0.01,321,11961,,,,,,0.367,,,0.6,-0.367,2.7,,,,,,,,,1.7,,-0.015,,Ô tô và phụ tùng,Công ty Cổ phần VKC Holdings
377,AAM,Q3,2018,7.1,0.4,0.054,0.051,1250,23444,,,,,,0.929,,,13.1,1.048,1.1,,,,,,,,,0.1,,0.01,,Thực phẩm và đồ uống,Công ty Cổ Phần Thủy Sản MeKong
378,ABT,Q3,2018,6.1,1.0,0.165,0.139,5788,35790,,,,,,0.828,,,4.8,0.229,1.2,,,,,,,,,0.2,,-0.042,,Thực phẩm và đồ uống,Công ty Cổ phần Xuất nhập khẩu Thủy sản Bến Tre
379,ACL,Q3,2018,2.4,0.7,0.332,0.124,2962,10393,,,,,,0.427,,,0.7,1.473,2.3,,,,,,,,,1.3,,0.227,,Thực phẩm và đồ uống,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang
380,AGF,Q3,2018,-1.0,0.4,-0.348,-0.108,-6336,15011,,,,,,0.343,,,0.5,-0.518,2.9,,,,,,,,,1.9,,-0.001,,Thực phẩm và đồ uống,Công ty Cổ phần Xuất nhập khẩu Thủy sản An Giang
381,AGM,Q3,2018,6.7,0.4,0.06,0.034,1201,20272,,,,,,0.611,,,1.6,0.291,1.6,,,,,,,,,0.6,,0.022,,Thực phẩm và đồ uống,Công ty Cổ phần Xuất nhập khẩu An Giang
382,ANV,Q3,2018,6.8,1.5,0.241,0.121,2741,12203,,,,,,0.488,,,1.0,0.303,2.0,,,,,,,,,1.0,,0.079,,Thực phẩm và đồ uống,Công ty Cổ phần Nam Việt
383,ASM,Q3,2018,2.7,0.7,0.314,0.121,3912,14405,,,,,,0.335,,,1.1,0.033,3.0,,,,,,,,,0.9,,0.029,,Thực phẩm và đồ uống,Công ty Cổ phần Tập đoàn Sao Mai
384,AVF,Q3,2018,-0.2,0.0,0.054,-1.024,-2113,-40063,,,,,,-20.197,,,-1.0,-0.021,0.0,,,,,,,,,-1.0,,0.013,,Thực phẩm và đồ uống,Công ty Cổ phần Việt An
385,BBC,Q3,2018,13.4,1.4,0.111,0.085,5932,55579,,,,,,0.772,,,3.4,-0.059,1.3,,,,,,,,,0.3,,0.024,,Thực phẩm và đồ uống,Công ty Cổ phần Bibica
386,BLF,Q3,2018,1617.3,0.2,0.0,0.0,1,12683,,,,,,0.282,,,0.4,-0.966,3.5,,,,,,,,,2.5,,0.005,,Thực phẩm và đồ uống,Công ty Cổ phần Thủy sản Bạc Liêu
387,CAN,Q3,2018,-21.1,1.1,-0.05,-0.027,-1136,21838,,,,,,0.494,,,1.0,-0.079,2.0,,,,,,,,,1.0,,0.084,,Thực phẩm và đồ uống,Công ty Cổ phần Đồ hộp Hạ Long
388,CLX,Q3,2018,7.4,0.9,0.126,0.071,1386,12016,,,,,,0.579,,,1.4,0.18,1.7,,,,,,,,,0.7,,0.025,,Thực phẩm và đồ uống,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX)
389,CMF,Q3,2018,9.5,2.8,0.337,0.144,12118,40828,,,,,,0.441,,,0.8,0.177,2.3,,,,,,,,,1.3,,0.141,,Thực phẩm và đồ uống,Công ty Cổ phần Thực phẩm Cholimex
390,CMX,Q3,2018,3.9,2.2,0.786,0.084,1084,1949,,,,,,0.138,,,0.2,1.238,7.2,,,,,,,,,6.2,,0.537,,Thực phẩm và đồ uống,Công ty Cổ phần CAMIMEX Group
391,DBC,Q3,2018,7.1,0.8,0.123,0.043,2695,22832,,,,,,0.345,,,0.5,-0.006,2.9,,,,,,,,,1.9,,0.062,,Thực phẩm và đồ uống,Công ty Cổ phần Tập đoàn Dabaco Việt Nam
392,FMC,Q3,2018,8.7,1.9,0.233,0.083,2345,10662,,,,,,0.389,,,0.6,-0.003,2.6,,,,,,,,,1.6,,0.103,,Thực phẩm và đồ uống,Công ty Cổ phần Thực phẩm Sao Ta
393,FCS,Q3,2018,-11.6,2.5,-0.197,-0.035,-1033,4722,,,,,,0.164,,,0.2,-0.138,6.1,,,,,,,,,5.1,,-0.047,,Thực phẩm và đồ uống,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh
394,HAG,Q3,2018,18.3,0.4,0.022,0.006,334,14344,,,,,,0.275,,,0.5,10.436,3.6,,,,,,,,,1.8,,-0.026,,Thực phẩm và đồ uống,Công ty Cổ phần Hoàng Anh Gia Lai
395,HHC,Q3,2018,53.0,3.5,0.069,0.041,1446,21743,,,,,,0.512,,,1.1,0.039,2.0,,,,,,,,,1.0,,0.017,,Thực phẩm và đồ uống,Công ty Cổ phần Bánh kẹo Hải Hà
396,HKB,Q3,2018,-1.6,0.1,-0.092,-0.063,-900,9420,,,,,,0.686,,,2.2,-0.374,1.5,,,,,,,,,0.5,,-0.025,,Thực phẩm và đồ uống,Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc
397,HNG,Q3,2018,-84.4,1.7,-0.021,-0.007,-203,9883,,,,,,0.36,,,0.6,-3.009,2.8,,,,,,,,,1.8,,-0.023,,Thực phẩm và đồ uống,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai
398,HNM,Q3,2018,-5.9,0.4,-0.062,-0.025,-596,8649,,,,,,0.357,,,0.6,-0.013,2.8,,,,,,,,,1.8,,0.001,,Thực phẩm và đồ uống,Công ty Cổ phần Sữa Hà Nội
399,HVA,Q3,2018,-10.7,0.4,-0.037,-0.03,-421,11159,,,,,,0.825,,,4.7,-1.85,1.2,,,,,,,,,0.2,,-0.002,,Thực phẩm và đồ uống,Công ty Cổ phần Đầu tư HVA
400,HVG,Q3,2018,102.8,0.8,0.008,0.001,64,8227,,,,,,0.218,,,0.3,-1.016,4.6,,,,,,,,,3.0,,0.135,,Thực phẩm và đồ uống,Công ty Cổ phần Hùng Vương
401,ICF,Q3,2018,-1.6,0.2,-0.112,-0.05,-1114,9098,,,,,,0.451,,,0.8,-0.063,2.2,,,,,,,,,1.2,,0.01,,Thực phẩm và đồ uống,Công ty Cổ phần Đầu tư-Thương mại-Thủy sản
402,IDI,Q3,2018,3.5,0.8,0.242,0.099,2560,11252,,,,,,0.408,,,0.7,-0.007,2.5,,,,,,,,,1.3,,0.058,,Thực phẩm và đồ uống,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I
403,KDC,Q3,2018,-190.9,1.0,-0.005,-0.003,-132,26413,,,,,,0.493,,,2.2,0.794,2.0,,,,,,,,,0.5,,0.002,,Thực phẩm và đồ uống,Công ty Cổ phần Tập đoàn KIDO
404,KHS,Q3,2018,3.8,0.5,0.138,0.042,1790,13064,,,,,,0.3,,,0.6,-0.115,3.3,,,,,,,,,1.7,,0.058,,Thực phẩm và đồ uống,Công ty Cổ phần Kiên Hùng
405,KTS,Q3,2018,10.3,0.6,0.061,0.024,1796,30393,,,,,,0.34,,,0.5,0.013,2.9,,,,,,,,,1.9,,-0.001,,Thực phẩm và đồ uống,Công ty Cổ phần Đường Kon Tum
406,LAF,Q3,2018,-1.8,0.7,-0.341,-0.109,-3775,9170,,,,,,0.316,,,0.5,0.583,3.2,,,,,,,,,2.2,,-0.112,,Thực phẩm và đồ uống,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An
407,LSS,Q3,2018,155.3,0.3,0.002,0.001,39,22415,,,,,,0.566,,,1.4,-0.778,1.8,,,,,,,,,0.7,,-0.001,,Thực phẩm và đồ uống,Công ty Cổ phần Mía đường Lam Sơn
408,MCF,Q3,2018,12.6,0.9,0.072,0.043,770,10710,,,,,,0.505,,,1.0,-0.011,2.0,,,,,,,,,1.0,,0.024,,Thực phẩm và đồ uống,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm
409,JOS,Q3,2018,-1.0,-0.1,0.099,-0.061,-1073,-11885,,,,,,-0.739,,,-0.4,0.047,-1.4,,,,,,,,,-2.4,,0.004,,Thực phẩm và đồ uống,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải
410,MLS,Q3,2018,-3.0,4.2,-0.814,-0.068,-2617,1859,,,,,,0.052,,,0.1,-0.442,19.3,,,,,,,,,18.3,,1.211,,Thực phẩm và đồ uống,Công ty Cổ phần Chăn nuôi - Mitraco
411,MPC,Q3,2018,9.1,2.6,0.328,0.082,4288,15209,,,,,,0.277,,,0.5,0.066,3.6,,,,,,,,,2.0,,0.117,,Thực phẩm và đồ uống,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú
412,MCH,Q3,2018,14.5,5.0,0.339,0.203,4677,13652,,,,,,0.564,,,1.4,0.106,1.8,,,,,,,,,0.7,,0.117,,Thực phẩm và đồ uống,Công ty Cổ phần Hàng Tiêu Dùng MaSan
413,NGC,Q3,2018,-152.0,0.9,-0.006,-0.001,-60,10135,,,,,,0.219,,,0.3,-0.898,4.6,,,,,,,,,3.6,,0.081,,Thực phẩm và đồ uống,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền
414,NSC,Q3,2018,7.4,1.9,0.245,0.15,12868,50455,,,,,,0.604,,,1.9,-0.027,1.7,,,,,,,,,0.5,,0.023,,Thực phẩm và đồ uống,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam
415,OCH,Q3,2018,40.4,1.0,0.028,0.009,163,6352,,,,,,0.373,,,0.6,0.307,2.7,,,,,,,,,1.6,,0.07,,Thực phẩm và đồ uống,Công ty Cổ phần One Capital Hospitality
416,PAN,Q3,2018,33.2,2.1,0.071,0.03,1075,17130,,,,,,0.391,,,1.5,-0.489,2.6,,,,,,,,,0.7,,0.313,,Thực phẩm và đồ uống,Công ty Cổ phần Tập đoàn PAN
417,DAT,Q3,2018,26.6,2.2,0.085,0.032,908,11077,,,,,,0.382,,,0.6,0.336,2.6,,,,,,,,,1.6,,0.034,,Thực phẩm và đồ uống,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản
418,CQN,Q3,2018,,,0.14,0.047,1081,7800,,,,,,0.226,,,0.3,0.073,4.4,,,,,,,,,3.4,,0.044,,Thực phẩm và đồ uống,Công ty Cổ phần Cảng Quảng Ninh
419,QNS,Q3,2018,8.4,1.9,0.242,0.153,3142,14074,,,,,,0.639,,,1.8,0.034,1.6,,,,,,,,,0.6,,0.022,,Thực phẩm và đồ uống,Công ty Cổ phần Đường Quảng Ngãi
420,SAF,Q3,2018,12.1,4.1,0.352,0.204,3931,11644,,,,,,0.56,,,1.3,0.05,1.8,,,,,,,,,0.8,,0.091,,Thực phẩm và đồ uống,Công ty Cổ phần Lương thực Thực phẩm SAFOCO
421,SBT,Q3,2018,24.1,2.0,0.077,0.027,771,9416,,,,,,0.354,,,0.6,-0.089,2.8,,,,,,,,,1.8,,0.014,,Thực phẩm và đồ uống,Công ty Cổ phần Thành Thành Công - Biên Hòa
422,SEA,Q3,2018,9.1,0.8,0.09,0.068,1441,16603,,,,,,0.758,,,4.0,-0.04,1.3,,,,,,,,,0.3,,0.024,,Thực phẩm và đồ uống,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần
423,SGC,Q3,2018,22.8,5.4,0.231,0.156,3455,14576,,,,,,0.689,,,2.2,-0.012,1.5,,,,,,,,,0.5,,0.049,,Thực phẩm và đồ uống,Công ty Cổ phần Xuất nhập khẩu Sa Giang
424,SGO,Q3,2018,-44.8,0.1,-0.002,-0.001,-17,11443,,,,,,0.859,,,6.1,0.232,1.2,,,,,,,,,0.2,,0.0,,Thực phẩm và đồ uống,Công ty Cổ phần Dầu thực vật Sài Gòn
425,SJ1,Q3,2018,12.4,1.1,0.092,0.027,1118,12421,,,,,,0.289,,,0.4,0.649,3.5,,,,,,,,,2.5,,0.053,,Thực phẩm và đồ uống,Công ty Cổ phần Nông nghiệp Hùng Hậu
426,SLS,Q3,2018,4.3,0.9,0.24,0.098,10922,51006,,,,,,0.418,,,0.7,-0.077,2.4,,,,,,,,,1.4,,0.044,,Thực phẩm và đồ uống,Công ty Cổ phần Mía đường Sơn La
427,SPD,Q3,2018,4.5,0.4,0.101,0.031,1185,11970.0,,,,,,0.344,,,0.5,0.223,2.9,,,,,,,,,1.9,,0.047,,Thực phẩm và đồ uống,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung
428,SSC,Q3,2018,7.7,2.1,0.253,0.184,6620,23872,,,,,,0.727,,,2.7,0.001,1.4,,,,,,,,,0.4,,0.041,,Thực phẩm và đồ uống,Công ty Cổ phần Giống cây trồng Miền Nam
429,SSN,Q3,2018,29.5,1.2,0.041,0.017,515,12464,,,,,,0.419,,,0.7,-0.178,2.4,,,,,,,,,1.4,,0.009,,Thực phẩm và đồ uống,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn
430,TFC,Q3,2018,9.8,0.3,0.036,0.012,390,11114,,,,,,0.338,,,0.6,4.129,3.0,,,,,,,,,1.8,,0.063,,Thực phẩm và đồ uống,Công ty Cổ phần Trang
431,TS4,Q3,2018,13.9,0.4,0.03,0.006,502,17441,,,,,,0.189,,,0.2,0.122,5.3,,,,,,,,,4.3,,0.061,,Thực phẩm và đồ uống,Công ty Cổ phần Thủy sản số 4
432,VHC,Q3,2018,6.5,2.1,0.37,0.225,6698,20793,,,,,,0.631,,,1.7,0.565,1.6,,,,,,,,,0.6,,0.192,,Thực phẩm và đồ uống,Công ty Cổ phần Vĩnh Hoàn
433,VHF,Q3,2018,175.5,2.1,0.012,0.006,122,10384,,,,,,0.672,,,2.0,-0.547,1.5,,,,,,,,,0.5,,0.014,,Thực phẩm và đồ uống,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà
434,VLC,Q3,2018,10.0,1.2,0.122,0.067,1726,14407,,,,,,0.554,,,4.0,0.006,1.8,,,,,,,,,0.2,,0.005,,Thực phẩm và đồ uống,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần
435,VSN,Q3,2018,26.6,3.4,0.128,0.072,1520,12045,,,,,,0.568,,,1.3,-0.047,1.8,,,,,,,,,0.8,,0.035,,Thực phẩm và đồ uống,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản
436,VOC,Q3,2018,5.1,0.8,0.162,0.106,2595,17243,,,,,,0.689,,,2.4,0.012,1.5,,,,,,,,,0.4,,0.032,,Thực phẩm và đồ uống,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần
437,BHN,Q3,2018,27.7,4.1,0.127,0.067,2753,18420,,,,,,0.464,,,1.2,-0.157,2.2,,,,,,,,,0.9,,0.039,,Thực phẩm và đồ uống,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội
438,BSP,Q3,2018,4.0,0.7,0.178,0.116,3373,18870,,,,,,0.639,,,1.8,-0.066,1.6,,,,,,,,,0.6,,0.053,,Thực phẩm và đồ uống,Công ty Cổ phần Bia Sài Gòn - Phú Thọ
439,CTP,Q3,2018,-9.1,0.4,-0.041,-0.032,-448,10479,,,,,,0.742,,,3.1,2.896,1.3,,,,,,,,,0.3,,0.004,,Thực phẩm và đồ uống,Công ty Cổ phần Minh Khang Capital Trading Public
440,HAD,Q3,2018,8.3,1.0,0.076,0.047,2177,17991,,,,,,0.396,,,0.7,-0.248,2.5,,,,,,,,,1.5,,0.046,,Thực phẩm và đồ uống,Công ty Cổ phần Bia Hà Nội - Hải Dương
441,HAT,Q3,2018,2.8,1.3,0.458,0.178,9891,21497,,,,,,0.359,,,0.6,-0.103,2.8,,,,,,,,,1.8,,0.224,,Thực phẩm và đồ uống,Công ty Cổ phần Thương mại Bia Hà Nội
442,HBH,Q3,2018,-21.4,0.6,-0.026,-0.007,-167,6371,,,,,,0.318,,,0.5,1.517,3.1,,,,,,,,,2.1,,0.003,,Thực phẩm và đồ uống,Công ty Cổ phần HABECO - Hải Phòng
443,HKT,Q3,2018,-6.3,0.2,-0.025,-0.02,-271,10833,,,,,,0.828,,,4.8,1.289,1.2,,,,,,,,,0.2,,-0.009,,Thực phẩm và đồ uống,Công ty Cổ phần Đầu tư Ego Việt Nam
444,IFS,Q3,2018,6.5,2.3,0.422,0.238,1857,5332,,,,,,0.642,,,1.8,-0.009,1.6,,,,,,,,,0.5,,0.095,,Thực phẩm và đồ uống,Công ty Cổ phần Thực phẩm Quốc tế
445,NAF,Q3,2018,20.1,1.3,0.068,0.034,490,7472,,,,,,0.471,,,1.0,-0.238,2.1,,,,,,,,,1.0,,0.019,,Thực phẩm và đồ uống,Công ty Cổ phần Nafoods Group
446,PCF,Q3,2018,-177.6,1.3,-0.007,-0.002,-56,7561,,,,,,0.298,,,0.4,-0.536,3.4,,,,,,,,,2.4,,0.005,,Thực phẩm và đồ uống,Công ty Cổ phần Cà phê PETEC
447,BQB,Q3,2018,-7.3,0.5,-0.06,-0.044,-749,12028,,,,,,0.796,,,3.9,0.229,1.3,,,,,,,,,0.3,,0.028,,Thực phẩm và đồ uống,Công ty Cổ phần Bia Hà Nội - Quảng Bình
448,BSQ,Q3,2018,7.1,1.3,0.183,0.112,2337,12792,,,,,,0.622,,,1.6,0.019,1.6,,,,,,,,,0.6,,-0.033,,Thực phẩm và đồ uống,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi
449,SKV,Q3,2018,5.6,1.5,0.275,0.133,3346,12499,,,,,,0.458,,,0.8,-0.001,2.2,,,,,,,,,1.2,,0.052,,Thực phẩm và đồ uống,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa
450,BSL,Q3,2018,13.2,1.1,0.082,0.046,881,10673,,,,,,0.573,,,1.3,-0.137,1.7,,,,,,,,,0.7,,0.02,,Thực phẩm và đồ uống,Công ty Cổ phần Bia Sài Gòn - Sông Lam
451,SBL,Q3,2018,3.9,0.9,0.238,0.148,3905,16581,,,,,,0.519,,,1.1,-0.085,1.9,,,,,,,,,0.9,,-0.038,,Thực phẩm và đồ uống,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu
452,SCD,Q3,2018,79.8,1.1,0.014,0.011,298,22201,,,,,,0.833,,,5.0,-1.462,1.2,,,,,,,,,0.2,,0.011,,Thực phẩm và đồ uống,Công ty Cổ phần Nước giải khát Chương Dương
453,SMB,Q3,2018,4.4,1.5,0.362,0.206,5519,16083,,,,,,0.578,,,1.4,0.031,1.7,,,,,,,,,0.7,,0.096,,Thực phẩm và đồ uống,Công ty Cổ phần Bia Sài Gòn - Miền Trung
454,THB,Q3,2018,26.4,0.5,0.016,0.008,259,14158,,,,,,0.436,,,0.8,-0.639,2.3,,,,,,,,,1.3,,0.009,,Thực phẩm và đồ uống,Công ty Cổ phần Bia Hà Nội - Thanh Hóa
